movieId,tmdbId,title,genres_text,avg_rating,norm_rating,rating_count
68,4482.0,french twist (gazon maudit) (1995),comedy romance,3.4,0.6444444444444444,5
69,10634.0,friday (1995),comedy,3.775,0.7277777777777777,20
70,755.0,from dusk till dawn (1996),action comedy horror thriller,3.5090909090909093,0.6686868686868688,55
71,11859.0,fair game (1995),action,1.7,0.26666666666666666,5
72,28387.0,kicking and screaming (1995),comedy drama,3.2142857142857144,0.6031746031746033,7
73,48750.0,"misérables, les (1995)",drama war,3.4615384615384617,0.6581196581196581,13
74,20927.0,bed of roses (1996),drama romance,4.0,0.7777777777777778,8
75,36929.0,big bully (1996),comedy drama,2.2,0.3777777777777778,5
76,9102.0,screamers (1995),action sci fi thriller,3.4,0.6444444444444444,15
77,124626.0,nico icon (1995),documentary,4.0,0.7777777777777778,1
78,27526.0,"crossing guard, the (1995)",action crime drama thriller,3.3333333333333335,0.6296296296296297,3
79,9623.0,"juror, the (1996)",drama thriller,2.764705882352941,0.5032679738562091,17
80,46785.0,"white balloon, the (badkonake sefid) (1995)",children drama,4.0,0.7777777777777778,2
81,400.0,things to do in denver when you're dead (1995),crime drama romance,3.107142857142857,0.5793650793650794,14
82,880.0,antonia's line (antonia) (1995),comedy drama,3.875,0.75,8
83,146599.0,once upon a time... when we were colored (1995),drama romance,3.0,0.5555555555555556,1
85,8447.0,angels and insects (1995),drama romance,3.857142857142857,0.746031746031746,7
86,10534.0,white squall (1996),action adventure drama,3.966666666666667,0.7703703703703704,15
87,17414.0,dunston checks in (1996),children comedy,2.5,0.4444444444444444,7
88,13997.0,black sheep (1996),comedy,3.15625,0.5902777777777778,16
89,2086.0,nick of time (1995),action thriller,3.25,0.6111111111111112,10
92,9095.0,mary reilly (1996),drama horror thriller,2.625,0.4722222222222222,8
93,12158.0,vampire in brooklyn (1995),comedy horror romance,2.8333333333333335,0.5185185185185186,9
94,9283.0,beautiful girls (1996),comedy drama romance,3.95,0.7666666666666667,10
95,9208.0,broken arrow (1996),action adventure thriller,3.0238095238095237,0.5608465608465608,84
96,40154.0,in the bleak midwinter (1995),comedy drama,3.5,0.6666666666666666,1
97,406.0,"hate (haine, la) (1995)",crime drama,3.9,0.7555555555555555,10
99,63076.0,heidi fleiss: hollywood madam (1995),documentary,5.0,1.0,2
100,11062.0,city hall (1996),drama thriller,2.7857142857142856,0.5079365079365079,14
101,13685.0,bottle rocket (1996),adventure comedy crime romance,3.782608695652174,0.7294685990338164,23
102,47475.0,mr. wrong (1996),comedy,2.4,0.4222222222222222,5
103,2045.0,unforgettable (1996),mystery sci fi thriller,3.0,0.5555555555555556,3
104,9614.0,happy gilmore (1996),comedy,3.4393939393939394,0.6531986531986532,99
105,688.0,"bridges of madison county, the (1995)",drama romance,3.282608695652174,0.6183574879227053,23
106,11907.0,nobody loves me (keiner liebt mich) (1994),comedy drama,4.0,0.7777777777777778,1
107,10874.0,muppet treasure island (1996),adventure children comedy musical,3.326923076923077,0.6282051282051282,26
108,89333.0,catwalk (1996),documentary,4.0,0.7777777777777778,1
110,197.0,braveheart (1995),action drama war,4.031645569620253,0.7848101265822786,237
111,103.0,taxi driver (1976),crime drama thriller,4.105769230769231,0.8012820512820513,104
112,33542.0,rumble in the bronx (hont faan kui) (1995),action adventure comedy crime,3.5434782608695654,0.6763285024154589,46
113,43566.0,before and after (1996),drama mystery,3.3333333333333335,0.6296296296296297,3
116,51352.0,anne frank remembered (1995),documentary,3.9,0.7555555555555555,5
117,16934.0,"young poisoner's handbook, the (1995)",crime drama,3.0,0.5555555555555556,1
118,10324.0,if lucy fell (1996),comedy romance,2.5,0.4444444444444444,2
119,78406.0,"steal big, steal little (1995)",comedy,3.0,0.5555555555555556,2
121,32119.0,"boys of st. vincent, the (1992)",drama,4.0,0.7777777777777778,2
122,11066.0,boomerang (1992),comedy romance,2.65625,0.4791666666666667,16
123,11104.0,chungking express (chung hing sam lam) (1994),drama mystery romance,4.375,0.8611111111111112,4
125,2074.0,flirting with disaster (1996),comedy,3.5833333333333335,0.6851851851851852,12
126,27793.0,"neverending story iii, the (1994)",adventure children fantasy,2.0,0.3333333333333333,7
128,290157.0,jupiter's wife (1994),documentary,3.0,0.5555555555555556,1
129,110972.0,pie in the sky (1996),comedy romance,2.0,0.3333333333333333,1
132,11863.0,jade (1995),thriller,2.8333333333333335,0.5185185185185186,6
135,9101.0,down periscope (1996),comedy,2.9516129032258065,0.5448028673835126,31
137,5757.0,man of the year (1995),documentary,3.0,0.5555555555555556,1
140,9302.0,up close and personal (1996),drama romance,3.5,0.6666666666666666,16
141,11000.0,"birdcage, the (1996)",comedy,3.494186046511628,0.665374677002584,86
144,16388.0,"brothers mcmullen, the (1995)",comedy,3.3333333333333335,0.6296296296296297,12
145,9737.0,bad boys (1995),action comedy crime drama thriller,3.2450980392156863,0.6100217864923747,51
146,30765.0,"amazing panda adventure, the (1995)",adventure children,3.3333333333333335,0.6296296296296297,3
147,10474.0,"basketball diaries, the (1995)",drama,3.466666666666667,0.6592592592592593,15
148,22279.0,"awfully big adventure, an (1995)",drama,5.0,1.0,1
149,30157.0,amateur (1994),crime drama thriller,2.0,0.3333333333333333,1
150,568.0,apollo 13 (1995),adventure drama imax,3.845771144278607,0.7435046987285793,201
151,11780.0,rob roy (1995),action drama romance war,3.5454545454545454,0.6767676767676768,44
152,34996.0,"addiction, the (1995)",drama horror,1.5,0.2222222222222222,2
153,414.0,batman forever (1995),action adventure comedy crime,2.9160583941605838,0.5369018653690186,137
154,649.0,beauty of the day (belle de jour) (1967),drama,3.875,0.75,12
155,1873.0,beyond rangoon (1995),adventure drama war,2.4166666666666665,0.4259259259259259,6
156,5894.0,blue in the face (1995),comedy drama,3.3333333333333335,0.6296296296296297,3
157,1775.0,canadian bacon (1995),comedy war,2.8636363636363638,0.5252525252525253,11
158,8839.0,casper (1995),adventure children,2.806451612903226,0.5125448028673836,62
159,20649.0,clockers (1995),crime drama mystery,2.892857142857143,0.5317460317460317,14
160,10329.0,congo (1995),action adventure mystery sci fi,2.8771929824561404,0.5282651072124757,57
161,8963.0,crimson tide (1995),drama thriller war,3.6359223300970873,0.6968716289104638,103
162,26564.0,crumb (1994),documentary,4.205882352941177,0.823529411764706,17
163,8068.0,desperado (1995),action romance western,3.5606060606060606,0.6801346801346801,66
164,8512.0,devil in a blue dress (1995),crime film noir mystery thriller,3.3214285714285716,0.626984126984127,14
165,1572.0,die hard: with a vengeance (1995),action crime thriller,3.5555555555555554,0.6790123456790123,144
166,13552.0,"doom generation, the (1995)",comedy crime drama,2.8333333333333335,0.5185185185185186,3
168,6520.0,first knight (1995),action drama romance,3.0833333333333335,0.5740740740740741,54
169,9073.0,free willy 2: the adventure home (1995),adventure children drama,2.4,0.4222222222222222,10
170,10428.0,hackers (1995),action adventure crime thriller,3.2285714285714286,0.6063492063492064,35
171,17447.0,jeffrey (1995),comedy drama,3.8333333333333335,0.7407407407407408,6
172,9886.0,johnny mnemonic (1995),action sci fi thriller,2.6792452830188678,0.4842767295597484,53
173,9482.0,judge dredd (1995),action crime sci fi,2.6693548387096775,0.482078853046595,62
174,19326.0,jury duty (1995),comedy,2.7,0.48888888888888893,10
175,9344.0,kids (1995),drama,3.975,0.7722222222222223,20
176,9071.0,living in oblivion (1995),comedy,4.3076923076923075,0.8461538461538461,13
177,8973.0,lord of illusions (1995),horror,2.75,0.5,8
178,15730.0,love & human remains (1993),comedy drama,1.0,0.1111111111111111,1
179,47608.0,mad love (1995),drama romance,1.5,0.2222222222222222,2
180,2293.0,mallrats (1995),comedy romance,3.4027777777777777,0.6450617283950617,36
181,9070.0,mighty morphin power rangers: the movie (1995),action children,2.264705882352941,0.39215686274509803,17
183,48787.0,mute witness (1994),comedy horror thriller,3.5,0.6666666666666666,2
184,34574.0,nadja (1994),drama,3.5,0.6666666666666666,2
185,1642.0,"net, the (1995)",action crime thriller,3.0401785714285716,0.564484126984127,112
186,11472.0,nine months (1995),comedy romance,2.8229166666666665,0.5162037037037037,48
187,36196.0,party girl (1995),comedy,4.125,0.8055555555555556,4
188,11980.0,"prophecy, the (1995)",fantasy horror mystery,3.4583333333333335,0.6574074074074074,12
189,58372.0,reckless (1995),comedy fantasy,3.0,0.5555555555555556,1
190,32646.0,safe (1995),thriller,2.8,0.5111111111111111,5
191,10533.0,"scarlet letter, the (1995)",drama romance,2.4166666666666665,0.4259259259259259,6
193,10802.0,showgirls (1995),drama,2.4714285714285715,0.4380952380952381,35
194,10149.0,smoke (1995),comedy drama,3.6666666666666665,0.7037037037037037,18
195,18402.0,something to talk about (1995),comedy drama romance,3.1,0.5777777777777778,10
196,9348.0,species (1995),horror sci fi,2.6666666666666665,0.48148148148148145,45
198,281.0,strange days (1995),action crime drama mystery sci fi thriller,3.25,0.6111111111111112,28
199,5967.0,"umbrellas of cherbourg, the (parapluies de cherbourg, les) (1964)",drama musical romance,4.125,0.8055555555555556,4
201,47939.0,three wishes (1995),drama fantasy,3.0,0.5555555555555556,1
202,36834.0,total eclipse (1995),drama romance,3.0,0.5555555555555556,1
203,9090.0,"to wong foo, thanks for everything! julie newmar (1995)",comedy,3.4318181818181817,0.6515151515151515,22
204,3512.0,under siege 2: dark territory (1995),action,2.716666666666667,0.49259259259259264,30
205,52856.0,unstrung heroes (1995),comedy drama,3.1666666666666665,0.5925925925925926,9
206,77350.0,unzipped (1995),documentary,3.0,0.5555555555555556,2
207,9560.0,"walk in the clouds, a (1995)",drama romance,3.4285714285714284,0.6507936507936507,21
208,9804.0,waterworld (1995),action adventure sci fi,2.9130434782608696,0.5362318840579711,115
209,31611.0,white man's burden (1995),drama,3.1666666666666665,0.5925925925925926,3
210,65796.0,wild bill (1995),western,3.0,0.5555555555555556,4
211,49805.0,"browning version, the (1994)",drama,3.5,0.6666666666666666,2
212,26258.0,bushwhacked (1995),adventure comedy crime mystery,3.0,0.5555555555555556,3
213,50797.0,burnt by the sun (utomlyonnye solntsem) (1994),drama,3.8333333333333335,0.7407407407407408,6
214,19155.0,before the rain (pred dozhdot) (1994),drama war,4.0,0.7777777777777778,2
215,76.0,before sunrise (1995),drama romance,4.041666666666667,0.7870370370370371,24
216,11017.0,billy madison (1995),comedy,3.326530612244898,0.6281179138321995,49
217,37141.0,"babysitter, the (1995)",drama thriller,2.3333333333333335,0.40740740740740744,6
218,9382.0,boys on the side (1995),comedy drama,3.4285714285714284,0.6507936507936507,14
219,6715.0,"cure, the (1995)",drama,3.0,0.5555555555555556,1
220,18256.0,castle freak (1995),horror,3.0,0.5555555555555556,1
222,22625.0,circle of friends (1995),drama romance,3.75,0.7222222222222222,16
223,2292.0,clerks (1994),comedy,3.855769230769231,0.7457264957264957,104
224,1909.0,don juan demarco (1995),comedy drama romance,3.6125,0.6916666666666667,40
225,8984.0,disclosure (1994),drama thriller,3.5384615384615383,0.6752136752136751,52
227,4954.0,drop zone (1994),action thriller,2.8636363636363638,0.5252525252525253,22
228,62488.0,destiny turns on the radio (1995),comedy,2.3333333333333335,0.40740740740740744,3
229,10531.0,death and the maiden (1994),drama thriller,3.4285714285714284,0.6507936507936507,7
230,11929.0,dolores claiborne (1995),drama thriller,3.3958333333333335,0.6435185185185186,24
231,8467.0,dumb & dumber (dumb and dumber) (1994),adventure comedy,3.0601503759398496,0.568922305764411,133
232,10451.0,eat drink man woman (yin shi nan nu) (1994),comedy drama romance,3.892857142857143,0.753968253968254,14
233,20156.0,exotica (1994),drama,3.5,0.6666666666666666,12
234,18395.0,exit to eden (1994),comedy,2.588235294117647,0.46405228758169936,17
235,522.0,ed wood (1994),comedy drama,3.6785714285714284,0.7063492063492063,70
236,397.0,french kiss (1995),action comedy romance,3.477777777777778,0.6617283950617284,45
237,10525.0,forget paris (1995),comedy romance,3.340909090909091,0.6313131313131313,22
238,27985.0,far from home: the adventures of yellow dog (1995),adventure children,4.0,0.7777777777777778,2
239,15789.0,"goofy movie, a (1995)",animation children comedy romance,3.0,0.5555555555555556,17
240,27303.0,hideaway (1995),thriller,2.375,0.4166666666666667,4
241,21183.0,fluke (1995),children drama,4.0,0.7777777777777778,1
242,10954.0,farinelli: il castrato (1994),drama musical,3.6,0.6888888888888889,5
243,47867.0,gordy (1995),children comedy fantasy,3.0,0.5555555555555556,1
246,14275.0,hoop dreams (1994),documentary,4.293103448275862,0.842911877394636,29
247,1024.0,heavenly creatures (1994),crime drama,3.9285714285714284,0.7619047619047619,21
248,17207.0,houseguest (1994),comedy,3.176470588235294,0.5947712418300654,17
249,13701.0,immortal beloved (1994),drama romance,3.7222222222222223,0.7160493827160495,18
250,14819.0,heavyweights (heavy weights) (1995),children comedy,2.5,0.4444444444444444,6
251,32631.0,"hunted, the (1995)",action,3.0,0.5555555555555556,3
252,11777.0,i.q. (1994),comedy romance,3.453488372093023,0.6563307493540051,43
253,628.0,interview with the vampire: the vampire chronicles (1994),drama horror,3.458715596330275,0.6574923547400612,109
254,87729.0,jefferson in paris (1995),drama,3.0,0.5555555555555556,1
255,18713.0,"jerky boys, the (1995)",comedy,2.0714285714285716,0.34920634920634924,7
256,6280.0,junior (1994),comedy sci fi,2.8285714285714287,0.5174603174603175,35
257,9061.0,just cause (1995),mystery thriller,3.5,0.6666666666666666,14
258,37108.0,"kid in king arthur's court, a (1995)",adventure children comedy fantasy romance,2.6,0.4666666666666667,10
259,6071.0,kiss of death (1995),crime drama thriller,3.2,0.6000000000000001,5
260,11.0,star wars: episode iv - a new hope (1977),action adventure sci fi,4.231075697211155,0.8291279327135901,251
261,9587.0,little women (1994),drama,3.880952380952381,0.7513227513227513,42
262,19101.0,"little princess, a (1995)",children drama,3.9047619047619047,0.7566137566137566,21
263,49980.0,ladybird ladybird (1994),drama,4.0,0.7777777777777778,1
265,18183.0,like water for chocolate (como agua para chocolate) (1992),drama fantasy romance,3.9393939393939394,0.7643097643097643,33
266,4476.0,legends of the fall (1994),drama romance war western,3.3970588235294117,0.6437908496732025,68
267,11008.0,major payne (1995),comedy,2.9411764705882355,0.542483660130719,17
269,32325.0,my crazy life (mi vida loca) (1993),drama,3.0,0.5555555555555556,2
270,43742.0,love affair (1994),drama romance,3.4,0.6444444444444444,5
271,28313.0,losing isaiah (1995),drama,3.5,0.6666666666666666,4
272,11318.0,"madness of king george, the (1994)",comedy drama,3.7580645161290325,0.7240143369175628,31
273,3036.0,mary shelley's frankenstein (frankenstein) (1994),drama horror sci fi,2.9464285714285716,0.5436507936507937,28
274,40490.0,man of the house (1995),comedy,2.9285714285714284,0.5396825396825397,7
275,24070.0,mixed nuts (1994),comedy,2.0,0.3333333333333333,6
276,8986.0,milk money (1994),comedy romance,3.25,0.6111111111111112,22
277,10510.0,miracle on 34th street (1994),drama,3.223684210526316,0.6052631578947368,38
278,17402.0,miami rhapsody (1995),comedy,1.5,0.2222222222222222,2
279,38722.0,my family (1995),drama,3.0,0.5555555555555556,2
280,8438.0,murder in the first (1995),drama thriller,4.076923076923077,0.7948717948717948,13
281,11593.0,nobody's fool (1994),comedy drama romance,3.7857142857142856,0.7301587301587301,14
282,1945.0,nell (1994),drama,3.3375,0.6305555555555555,40
283,39310.0,new jersey drive (1995),crime drama,3.6666666666666665,0.7037037037037037,3
284,109560.0,new york cop (nyû yôku no koppu) (1993),action crime,4.5,0.8888888888888888,1
285,56428.0,beyond bedlam (1993),drama horror,4.0,0.7777777777777778,1
287,131957.0,nina takes a lover (1994),comedy romance,3.0,0.5555555555555556,1
288,241.0,natural born killers (1994),action crime thriller,3.233695652173913,0.607487922705314,92
289,9058.0,only you (1994),comedy romance,3.5625,0.6805555555555556,8
290,527.0,once were warriors (1994),crime drama,4.035714285714286,0.7857142857142857,14
291,18220.0,poison ivy ii (1996),drama thriller,2.3333333333333335,0.40740740740740744,3
292,6950.0,outbreak (1995),action drama sci fi thriller,3.4257425742574257,0.6501650165016502,101
293,101.0,léon: the professional (a.k.a. the professional) (léon) (1994),action crime drama thriller,4.018796992481203,0.7819548872180451,133
294,63020.0,"perez family, the (1995)",comedy romance,3.0,0.5555555555555556,2
295,2307.0,"pyromaniac's love story, a (1995)",comedy romance,3.0,0.5555555555555556,1
296,680.0,pulp fiction (1994),comedy crime drama thriller,4.197068403908795,0.8215707564241767,307
298,25296.0,pushing hands (tui shou) (1992),drama,2.0,0.3333333333333333,1
299,40156.0,priest (1994),drama,4.0,0.7777777777777778,4
300,11450.0,quiz show (1994),drama,3.5185185185185186,0.6707818930041153,81
301,30304.0,picture bride (bijo photo) (1994),drama romance,4.0,0.7777777777777778,1
302,10452.0,"queen margot (reine margot, la) (1994)",drama romance,3.2,0.6000000000000001,5
303,12106.0,"quick and the dead, the (1995)",action thriller western,2.953125,0.5451388888888888,32
304,161495.0,roommates (1995),comedy drama,3.6666666666666665,0.7037037037037037,3
305,3586.0,ready to wear (pret-a-porter) (1994),comedy,2.8333333333333335,0.5185185185185186,9
306,110.0,three colors: red (trois couleurs: rouge) (1994),drama,4.21875,0.8263888888888888,16
307,108.0,three colors: blue (trois couleurs: bleu) (1993),drama,3.8958333333333335,0.7546296296296297,24
308,109.0,three colors: white (trzy kolory: bialy) (1994),comedy drama,4.025,0.7833333333333334,20
310,36357.0,rent-a-kid (1995),comedy,3.0,0.5555555555555556,1
311,92769.0,relative fear (1994),horror thriller,3.0,0.5555555555555556,1
312,28033.0,stuart saves his family (1995),comedy,1.4444444444444444,0.20987654320987653,9
313,22586.0,"swan princess, the (1994)",animation children,3.3333333333333335,0.6296296296296297,3
314,14334.0,"secret of roan inish, the (1994)",children drama fantasy mystery,3.75,0.7222222222222222,16
315,2636.0,"specialist, the (1994)",action drama thriller,3.0789473684210527,0.5730994152046783,38
316,2164.0,stargate (1994),action adventure sci fi,3.375,0.6388888888888888,140
317,11395.0,"santa clause, the (1994)",comedy drama fantasy,3.2037037037037037,0.6008230452674898,81
318,278.0,"shawshank redemption, the (1994)",crime drama,4.429022082018927,0.8731160182264284,317
319,9905.0,shallow grave (1994),comedy drama thriller,3.6,0.6888888888888889,20
320,87078.0,suture (1993),film noir thriller,3.0,0.5555555555555556,1
321,12527.0,strawberry and chocolate (fresa y chocolate) (1993),drama,4.0,0.7777777777777778,2
322,20306.0,swimming with sharks (1995),comedy drama,3.55,0.6777777777777777,10
324,36614.0,"sum of us, the (1994)",comedy drama,4.0,0.7777777777777778,1
325,27993.0,national lampoon's senior trip (1995),comedy,2.5,0.4444444444444444,7
326,31439.0,to live (huozhe) (1994),drama,4.0,0.7777777777777778,3
327,9067.0,tank girl (1995),action comedy sci fi,2.823529411764706,0.5163398692810458,34
328,9059.0,tales from the crypt presents: demon knight (1995),horror thriller,3.15,0.5888888888888889,10
329,193.0,star trek: generations (1994),adventure drama sci fi,3.3935185185185186,0.6430041152263375,108
330,25066.0,tales from the hood (1995),action crime horror,3.0,0.5555555555555556,6
331,46797.0,tom & viv (1994),drama,3.0,0.5555555555555556,2
332,12122.0,village of the damned (1995),horror sci fi,2.8333333333333335,0.5185185185185186,12
333,11381.0,tommy boy (1995),comedy,3.78,0.7288888888888888,50
334,32636.0,vanya on 42nd street (1994),drama,4.2,0.8222222222222223,5
335,36141.0,underneath (1995),mystery thriller,3.5,0.6666666666666666,2
336,95963.0,"walking dead, the (1995)",drama war,3.0,0.5555555555555556,1
337,1587.0,what's eating gilbert grape (1993),drama,3.7662337662337664,0.7258297258297258,77
338,9271.0,virtuosity (1995),action sci fi thriller,2.8421052631578947,0.52046783625731,19
339,2064.0,while you were sleeping (1995),comedy romance,3.4693877551020407,0.6598639455782312,98
340,19855.0,"war, the (1994)",adventure drama war,3.4,0.6444444444444444,5
341,60855.0,double happiness (1994),drama,4.0,0.7777777777777778,2
342,236.0,muriel's wedding (1994),comedy,3.272727272727273,0.6161616161616162,33
343,48287.0,"baby-sitters club, the (1995)",children,2.9,0.5333333333333333,5
344,3049.0,ace ventura: pet detective (1994),comedy,3.040372670807453,0.564527260179434,161
345,2759.0,"adventures of priscilla, queen of the desert, the (1994)",comedy drama,3.5972222222222223,0.6882716049382717,36
346,12635.0,backbeat (1993),drama musical,3.5,0.6666666666666666,6
347,10497.0,bitter moon (1992),drama film noir romance,3.5,0.6666666666666666,6
348,11382.0,bullets over broadway (1994),comedy,3.5833333333333335,0.6851851851851852,30
349,9331.0,clear and present danger (1994),action crime drama thriller,3.6045454545454545,0.6898989898989899,110
350,10731.0,"client, the (1994)",drama mystery thriller,3.3859649122807016,0.6413255360623782,57
351,10464.0,"corrina, corrina (1994)",comedy drama romance,3.176470588235294,0.5947712418300654,17
352,34152.0,crooklyn (1994),comedy drama,2.5,0.4444444444444444,2
353,9495.0,"crow, the (1994)",action crime fantasy thriller,3.609375,0.6909722222222222,64
354,29973.0,cobb (1994),drama,3.3333333333333335,0.6296296296296297,6
355,888.0,"flintstones, the (1994)",children comedy fantasy,2.357142857142857,0.41269841269841273,42
356,13.0,forrest gump (1994),comedy drama romance war,4.164133738601824,0.8142519419115164,329
357,712.0,four weddings and a funeral (1994),comedy romance,3.5194174757281553,0.6709816612729234,103
358,16295.0,higher learning (1995),drama,2.6666666666666665,0.48148148148148145,9
359,48992.0,i like it like that (1994),comedy drama romance,3.0,0.5555555555555556,1
360,10879.0,i love trouble (1994),action comedy,2.6875,0.4861111111111111,8
361,10660.0,it could happen to you (1994),comedy drama romance,3.0588235294117645,0.5686274509803921,17
362,10714.0,"jungle book, the (1994)",adventure children romance,3.5294117647058822,0.6732026143790849,34
363,41647.0,"wonderful, horrible life of leni riefenstahl, the (macht der bilder: leni riefenstahl, die) (1993)",documentary,4.0,0.7777777777777778,2
364,8587.0,"lion king, the (1994)",adventure animation children drama imax musical,3.941860465116279,0.7648578811369509,172
365,1689.0,little buddha (1993),drama,3.25,0.6111111111111112,4
366,11596.0,"wes craven's new nightmare (nightmare on elm street part 7: freddy's finale, a) (1994)",drama horror mystery thriller,2.9166666666666665,0.537037037037037,12
367,854.0,"mask, the (1994)",action comedy crime fantasy,3.1847133757961785,0.5966029723991508,157
368,9359.0,maverick (1994),adventure comedy western,3.5,0.6666666666666666,74
369,23333.0,mrs. parker and the vicious circle (1994),drama,4.0,0.7777777777777778,2
370,36593.0,naked gun 33 1/3: the final insult (1994),action comedy,3.060344827586207,0.5689655172413793,58
371,12280.0,"paper, the (1994)",comedy drama,3.3095238095238093,0.6243386243386243,21
372,2788.0,reality bites (1994),comedy drama romance,2.761904761904762,0.5026455026455027,21
373,10427.0,red rock west (1992),thriller,3.6363636363636362,0.6969696969696969,11
374,11011.0,richie rich (1994),children comedy,2.2,0.3777777777777778,25
376,8987.0,"river wild, the (1994)",action thriller,3.25,0.6111111111111112,40
377,1637.0,speed (1994),action romance thriller,3.5292397660818713,0.673164392462638,171
378,15128.0,speechless (1994),comedy romance,2.7857142857142856,0.5079365079365079,7
